categorie,categorie_label,praxis_relevant,scor,regiune,npa,oras,adresa,titlu,tip_obiect,chirie_neta,nebenkosten,suprafata_utila,nr_imagini,lungime_descriere,url,folder
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1713.0,Berna (oraș),3027,Bern,"Bethlehemstrasse 36, 3027 Bern","Bethlehemstrasse 36, 3027 Bern - CHF 8’200 inkl. NK pro Monat",WORKSHOP,6500,1700,483,15,1761,https://flatfox.ch/de/wohnung/bethlehemstrasse-36-3027-bern/85858296/,B_buero_gewerbe/85858296-bern-483m-werkstatt
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1713.0,Berna (oraș),3027,Bern,"Bethlehemstrasse 36, 3027 Bern","Bethlehemstrasse 36, 3027 Bern - CHF 2’995 inkl. NK pro Monat",COMMERCIAL,2445,550,125,20,1863,https://flatfox.ch/de/wohnung/bethlehemstrasse-36-3027-bern/86149553/,B_buero_gewerbe/86149553-bern-125m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1712.0,Berna (oraș),3018,Bern,"Wangenstrasse 86a, 3018 Bern","Wangenstrasse 86a, 3018 Bern - CHF 816 inkl. NK pro Monat",OFFICE,,160,49,10,1201,https://flatfox.ch/de/wohnung/wangenstrasse-86a-3018-bern/86098345/,B_buero_gewerbe/86098345-bern-49m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1712.0,Berna (oraș),3012,Bern,"Auf Anfrage, 3012 Bern","Auf Anfrage, 3012 Bern - CHF 3’120 inkl. NK pro Monat",OFFICE,2835,285,136,4,1713,https://flatfox.ch/de/wohnung/auf-anfrage-3012-bern/86258245/,B_buero_gewerbe/86258245-bern-136m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1708.0,Cantonul Berna,2540,Grenchen,"Girardstrasse 19, 2540 Grenchen","Girardstrasse 19, 2540 Grenchen - CHF 3’400 inkl. NK pro Monat",COMMERCIAL,3000,400,157,8,1402,https://flatfox.ch/de/wohnung/girardstrasse-19-2540-grenchen/1533381/,B_buero_gewerbe/1533381-grenchen-157m-gewerbe
A_praxis_medical,Praxis / cabinet medical / terapie,da,1708.0,Berna (oraș),3011,Bern,"Marktgasse 31, 3011 Bern","Marktgasse 31, 3011 Bern - CHF 400 inkl. NK pro m² / Jahr",PRACTICE,400,,96,2,1509,https://flatfox.ch/de/wohnung/marktgasse-31-3011-bern/85710155/,A_praxis_medical/85710155-bern-96m-praxis
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1708.0,Cantonul Berna,3053,Münchenbuchsee,"Bernstrasse 48, 3053 Münchenbuchsee","Bernstrasse 48, 3053 Münchenbuchsee - CHF 3’000",COMMERCIAL,,,215,13,1289,https://flatfox.ch/de/wohnung/bernstrasse-48-3053-munchenbuchsee/85740885/,B_buero_gewerbe/85740885-muenchenbuchsee-215m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1706.0,Cantonul Berna,4900,Langenthal,"Melchnaustrasse 1, 4900 Langenthal","Melchnaustrasse 1, 4900 Langenthal - CHF 204 inkl. NK pro m² / Jahr",OFFICE,168,36,248,12,1109,https://flatfox.ch/de/wohnung/melchnaustrasse-1-4900-langenthal/66468456/,B_buero_gewerbe/66468456-langenthal-248m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1702.0,Berna (oraș),3011,Bern,"Hirschengraben 6, 3011 Bern","Hirschengraben 6, 3011 Bern - auf Anfrage",OFFICE,,,172,12,432,https://flatfox.ch/de/wohnung/hirschengraben-6-3011-bern/85320694/,B_buero_gewerbe/85320694-bern-172m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1702.0,Berna (oraș),3007,Bern,"Chutzenstrasse 28, 3007 Bern","Chutzenstrasse 28, 3007 Bern - CHF 1’930 inkl. NK pro Monat",COMMERCIAL,,280,,11,874,https://flatfox.ch/de/wohnung/chutzenstrasse-28-3007-bern/86272388/,B_buero_gewerbe/86272388-bern-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1700.0,Cantonul Berna,3210,Kerzers,"Steindleren 1, 3210 Kerzers","Steindleren 1, 3210 Kerzers - auf Anfrage",OFFICE,,,305,7,1727,https://flatfox.ch/de/wohnung/steindleren-1-3210-kerzers/85806778/,B_buero_gewerbe/85806778-kerzers-305m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1698.0,Cantonul Berna,4950,Huttwil,"Luzernstrasse 79, 4950 Huttwil","Luzernstrasse 79, 4950 Huttwil - auf Anfrage",INDUSTRIAL_OBJECT,,,2850,20,5485,https://flatfox.ch/de/wohnung/luzernstrasse-79-4950-huttwil/86178986/,B_buero_gewerbe/86178986-huttwil-2850m-industrieobjekt
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1696.0,Cantonul Berna,2501,Biel/Bienne,"Esplanade-Kongresshaus 3, 2501 Biel/Bienne","Esplanade-Kongresshaus 3, 2501 Biel/Bienne - CHF 250",SHOP,250,,87,4,3895,https://flatfox.ch/de/wohnung/esplanade-kongresshaus-3-2501-bielbienne/1424205/,B_buero_gewerbe/1424205-biel-bienne-87m-ladenflaeche
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1695.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - auf Anfrage",OFFICE,,,,11,3629,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86228918/,B_buero_gewerbe/86228918-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1695.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - auf Anfrage",OFFICE,,,,11,3629,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86228972/,B_buero_gewerbe/86228972-bern-buero
A_praxis_medical,Praxis / cabinet medical / terapie,da,1694.0,Berna (oraș),3018,Bern,"Bümplizstrasse 112, 3018 Bern","Bümplizstrasse 112, 3018 Bern - CHF 3’450",OFFICE,2900,550,280,5,742,https://flatfox.ch/de/wohnung/bumplizstrasse-112-3018-bern/85439131/,A_praxis_medical/85439131-bern-280m-buero
A_praxis_medical,Praxis / cabinet medical / terapie,da,1694.0,Berna (oraș),3011,Bern,"Marktgasse 3, 3011 Bern","Marktgasse 3, 3011 Bern - CHF 2’050 inkl. NK pro Monat",LIVING_COMMERCIAL_BUILDING,1800,250,80,10,520,https://flatfox.ch/de/wohnung/marktgasse-3-3011-bern/86196939/,A_praxis_medical/86196939-bern-80m-wohn-geschaeftshaus
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1692.0,Cantonul Berna,3322,Urtenen-Schönbühl,"Grubenstrasse 107, 3322 Urtenen-Schönbühl","Grubenstrasse 107, 3322 Urtenen-Schönbühl - CHF 185 inkl. NK pro m² / Jahr",OFFICE,160,25,120,9,1976,https://flatfox.ch/de/wohnung/grubenstrasse-107-3322-urtenen-schonbuhl/85843805/,B_buero_gewerbe/85843805-urtenen-schoenbuehl-120m-buero
A_praxis_medical,Praxis / cabinet medical / terapie,da,1690.0,Cantonul Berna,3084,Wabern,"Funkstrasse 116, 3084 Wabern","Funkstrasse 116, 3084 Wabern - CHF 2’015 inkl. NK pro Monat",PRACTICE,1615,400,102,12,997,https://flatfox.ch/de/wohnung/funkstrasse-116-3084-wabern/85369212/,A_praxis_medical/85369212-wabern-102m-praxis
A_praxis_medical,Praxis / cabinet medical / terapie,da,1690.0,Berna (oraș),3012,Bern,"Niesenweg 4, 3012 Bern","Niesenweg 4, 3012 Bern - CHF 1’170 inkl. NK pro Monat",OFFICE,,180,65,5,652,https://flatfox.ch/de/wohnung/niesenweg-4-3012-bern/85972479/,A_praxis_medical/85972479-bern-65m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1690.0,Berna (oraș),3012,Bern,"Finkenhubelweg 11, 3012 Bern","Finkenhubelweg 11, 3012 Bern - CHF 12’436 inkl. NK pro Monat",OFFICE,11920,516,516,6,685,https://flatfox.ch/de/wohnung/finkenhubelweg-11-3012-bern/86068407/,B_buero_gewerbe/86068407-bern-516m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1690.0,Berna (oraș),3012,Bern,"Finkenhubelweg 11, 3012 Bern","Finkenhubelweg 11, 3012 Bern - CHF 5’417 inkl. NK pro Monat",OFFICE,4967,450,270,6,685,https://flatfox.ch/de/wohnung/finkenhubelweg-11-3012-bern/86068410/,B_buero_gewerbe/86068410-bern-270m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1688.0,Cantonul Berna,3212,Gurmels,3212 Gurmels,3212 Gurmels - CHF 1’650,OFFICE,1400,250,123,9,1220,https://flatfox.ch/de/wohnung/3212-gurmels/85321696/,B_buero_gewerbe/85321696-gurmels-123m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1688.0,Cantonul Berna,2540,Grenchen,"Kapellstrasse 28, 2540 Grenchen","Kapellstrasse 28, 2540 Grenchen - CHF 1’080",WORKSHOP,840,240,116,7,1278,https://flatfox.ch/de/wohnung/kapellstrasse-28-2540-grenchen/86154452/,B_buero_gewerbe/86154452-grenchen-116m-werkstatt
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1687.0,Cantonul Berna,3662,Seftigen,3662 Seftigen,3662 Seftigen - auf Anfrage,RESTAURANT,,,,12,1473,https://flatfox.ch/de/wohnung/3662-seftigen/1419702/,B_buero_gewerbe/1419702-seftigen-restaurant
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1687.0,Berna (oraș),3011,Bern,"Auf Anfrage, 3011 Bern","Auf Anfrage, 3011 Bern - CHF 3’830 inkl. NK pro Monat",OFFICE,3450,380,,4,1495,https://flatfox.ch/de/wohnung/auf-anfrage-3011-bern/86275884/,B_buero_gewerbe/86275884-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1684.0,Cantonul Berna,2557,Studen,"Wydenpark 1-7, Hauptstrasse 70, 2557 Studen","Wydenpark 1-7, Hauptstrasse 70, 2557 Studen - CHF 246 inkl. NK pro m² / Jahr",SHOP,206,40,93,6,1424,https://flatfox.ch/de/wohnung/wydenpark-1-7-hauptstrasse-70-2557-studen/85884647/,B_buero_gewerbe/85884647-studen-93m-ladenflaeche
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1684.0,Cantonul Berna,2557,Studen,"Wydenpark 1-7, Hauptstrasse 70, 2557 Studen","Wydenpark 1-7, Hauptstrasse 70, 2557 Studen - CHF 230 inkl. NK pro m² / Jahr",SHOP,190,40,248,6,1421,https://flatfox.ch/de/wohnung/wydenpark-1-7-hauptstrasse-70-2557-studen/85904843/,B_buero_gewerbe/85904843-studen-248m-ladenflaeche
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1684.0,Cantonul Berna,2557,Studen,"Wydenpark 1-7, Hauptstrasse 70, 2557 Studen","Wydenpark 1-7, Hauptstrasse 70, 2557 Studen - CHF 230 inkl. NK pro m² / Jahr",SHOP,190,40,398,6,1424,https://flatfox.ch/de/wohnung/wydenpark-1-7-hauptstrasse-70-2557-studen/85904902/,B_buero_gewerbe/85904902-studen-398m-ladenflaeche
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1684.0,Cantonul Berna,2557,Studen,"Wydenpark 1-7, Hauptstrasse 70, 2557 Studen","Wydenpark 1-7, Hauptstrasse 70, 2557 Studen - CHF 230 inkl. NK pro m² / Jahr",SHOP,190,40,438,6,1424,https://flatfox.ch/de/wohnung/wydenpark-1-7-hauptstrasse-70-2557-studen/85904905/,B_buero_gewerbe/85904905-studen-438m-ladenflaeche
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1684.0,Cantonul Berna,2557,Studen,"Wydenpark 1-7, Hauptstrasse 70, 2557 Studen","Wydenpark 1-7, Hauptstrasse 70, 2557 Studen - CHF 230 inkl. NK pro m² / Jahr",SHOP,190,40,860,6,1424,https://flatfox.ch/de/wohnung/wydenpark-1-7-hauptstrasse-70-2557-studen/85904907/,B_buero_gewerbe/85904907-studen-860m-ladenflaeche
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1683.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - CHF 1’539",OFFICE,1539,,,10,3580,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86095918/,B_buero_gewerbe/86095918-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1683.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - auf Anfrage",OFFICE,,,,10,3629,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86228907/,B_buero_gewerbe/86228907-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1683.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - auf Anfrage",OFFICE,,,,10,3629,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86228931/,B_buero_gewerbe/86228931-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1680.0,Berna (oraș),3008,Bern,"Effingerstrasse 55, 3008 Bern","Effingerstrasse 55, 3008 Bern - CHF 305 inkl. NK pro m² / Jahr",OFFICE,270,35,356,8,1345,https://flatfox.ch/de/wohnung/effingerstrasse-55-3008-bern/1510897/,B_buero_gewerbe/1510897-bern-356m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1680.0,Cantonul Berna,3422,Kirchberg BE,"Solothurnstrasse 4, 3422 Kirchberg BE","Solothurnstrasse 4, 3422 Kirchberg BE - CHF 1’190",COMMERCIAL,885,305,73,6,1318,https://flatfox.ch/de/wohnung/solothurnstrasse-4-3422-kirchberg-be/86272310/,B_buero_gewerbe/86272310-kirchberg-be-73m-gewerbe
A_praxis_medical,Praxis / cabinet medical / terapie,da,1678.0,Cantonul Berna,3550,Langnau,"Bahnhofstrasse 7, 3550 Langnau","Bahnhofstrasse 7, 3550 Langnau - auf Anfrage",OFFICE,,,145,9,891,https://flatfox.ch/de/wohnung/bahnhofstrasse-7-3550-langnau/1240070/,A_praxis_medical/1240070-langnau-145m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1678.0,Berna (oraș),3007,Bern,"Schwarztorstrasse 87, 3007 Bern","Schwarztorstrasse 87, 3007 Bern - CHF 3’450 inkl. NK pro Monat",STORAGE_ROOM,2150,1300,366,12,629,https://flatfox.ch/de/wohnung/schwarztorstrasse-87-3007-bern/1540837/,B_buero_gewerbe/1540837-bern-366m-lager
A_praxis_medical,Praxis / cabinet medical / terapie,da,1678.0,Berna (oraș),3018,Bern,"Bümplizstrasse 150, 3018 Bern","Bümplizstrasse 150, 3018 Bern - CHF 8’780 inkl. NK pro Monat",OFFICE,7800,980,478,12,429,https://flatfox.ch/de/wohnung/bumplizstrasse-150-3018-bern/85903567/,A_praxis_medical/85903567-bern-478m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1678.0,Cantonul Berna,2502,Biel/Bienne,"Bahnhofplatz 7, 2502 Biel/Bienne","Bahnhofplatz 7, 2502 Biel/Bienne - CHF 3’855",OFFICE,3395,460,170,10,686,https://flatfox.ch/de/wohnung/bahnhofplatz-7-2502-bielbienne/86241453/,B_buero_gewerbe/86241453-biel-bienne-170m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1674.0,Berna (oraș),3013,Bern,"Schläflistrasse 14, 3013 Bern","Schläflistrasse 14, 3013 Bern - CHF 358 inkl. NK pro m² / Jahr",OFFICE,330,28,80,12,624,https://flatfox.ch/de/wohnung/schlaflistrasse-14-3013-bern/86190533/,B_buero_gewerbe/86190533-bern-80m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1672.0,Cantonul Berna,3184,Wünnewil,"Dorfstrasse 40, 3184 Wünnewil","Dorfstrasse 40, 3184 Wünnewil - auf Anfrage",RESTAURANT,,,186,15,2181,https://flatfox.ch/de/wohnung/dorfstrasse-40-3184-wunnewil/85732261/,B_buero_gewerbe/85732261-wuennewil-186m-restaurant
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1672.0,Cantonul Berna,2540,Grenchen,"Kapellstrasse 26, 2540 Grenchen","Kapellstrasse 26, 2540 Grenchen - CHF 700",COMMERCIAL,540,160,65,9,1351,https://flatfox.ch/de/wohnung/kapellstrasse-26-2540-grenchen/86154433/,B_buero_gewerbe/86154433-grenchen-65m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1671.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - auf Anfrage",OFFICE,,,,9,3629,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86228926/,B_buero_gewerbe/86228926-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1668.0,Cantonul Berna,3073,Gümligen,"Worbstrasse 140, 3073 Gümligen","Worbstrasse 140, 3073 Gümligen - CHF 235 inkl. NK pro m² / Jahr",OFFICE,194,41,186,8,1572,https://flatfox.ch/de/wohnung/worbstrasse-140-3073-gumligen/86228574/,B_buero_gewerbe/86228574-guemligen-186m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1666.0,Berna (oraș),3012,Bern,"Fabrikstrasse 29 B, 3012 Bern","Fabrikstrasse 29 B, 3012 Bern - CHF 184 inkl. NK pro m² / Jahr",OFFICE,141,43,121,10,1157,https://flatfox.ch/de/wohnung/fabrikstrasse-29-b-3012-bern/1195011/,B_buero_gewerbe/1195011-bern-121m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1664.0,Berna (oraș),3007,Bern,"Monbijoustrasse 124, 3007 Bern","Monbijoustrasse 124, 3007 Bern - CHF 1’885 inkl. NK pro Monat",COMMERCIAL,1635,250,78,7,1224,https://flatfox.ch/de/wohnung/monbijoustrasse-124-3007-bern/86228184/,B_buero_gewerbe/86228184-bern-78m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1660.0,Cantonul Berna,2540,Grenchen,"Girardstrasse 17, 2540 Grenchen","Girardstrasse 17, 2540 Grenchen - CHF 1’150 inkl. NK pro Monat",COMMERCIAL,1000,150,65,4,1399,https://flatfox.ch/de/wohnung/girardstrasse-17-2540-grenchen/1533359/,B_buero_gewerbe/1533359-grenchen-65m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1660.0,Cantonul Berna,2540,Grenchen,"Girardstrasse 17, 2540 Grenchen","Girardstrasse 17, 2540 Grenchen - CHF 1’350 inkl. NK pro Monat",COMMERCIAL,1200,150,86,4,1402,https://flatfox.ch/de/wohnung/girardstrasse-17-2540-grenchen/1657684/,B_buero_gewerbe/1657684-grenchen-86m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1659.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - CHF 2’059",OFFICE,2059,,,8,3577,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86095814/,B_buero_gewerbe/86095814-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1659.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - CHF 2’569",OFFICE,2569,,,8,3636,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86095851/,B_buero_gewerbe/86095851-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1659.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - CHF 5’137",OFFICE,5137,,,8,3598,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86096314/,B_buero_gewerbe/86096314-bern-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1659.0,Berna (oraș),3008,Bern,"Schanzenstrasse 4a, 3008 Bern","Schanzenstrasse 4a, 3008 Bern - CHF 7’706",OFFICE,7706,,,8,3629,https://flatfox.ch/de/wohnung/schanzenstrasse-4a-3008-bern/86096319/,B_buero_gewerbe/86096319-bern-buero
A_praxis_medical,Praxis / cabinet medical / terapie,da,1658.0,Cantonul Berna,3550,Langnau,"Bahnhofstrasse 7, 3550 Langnau","Bahnhofstrasse 7, 3550 Langnau - auf Anfrage",OFFICE,,,321,7,920,https://flatfox.ch/de/wohnung/bahnhofstrasse-7-3550-langnau/1240066/,A_praxis_medical/1240066-langnau-321m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1658.0,Berna (oraș),3006,Bern,"Zentweg 17b, 3006 Bern","Zentweg 17b, 3006 Bern - CHF 89 inkl. NK pro m² / Jahr",STORAGE_ROOM,75,14,1740,10,614,https://flatfox.ch/de/wohnung/zentweg-17b-3006-bern/1687157/,B_buero_gewerbe/1687157-bern-1740m-lager
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1658.0,Berna (oraș),3006,Bern,"Zentweg 17b, 3006 Bern","Zentweg 17b, 3006 Bern - CHF 89 inkl. NK pro m² / Jahr",COMMERCIAL,75,14,1740,10,627,https://flatfox.ch/de/wohnung/zentweg-17b-3006-bern/84737834/,B_buero_gewerbe/84737834-bern-1740m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1658.0,Cantonul Berna,3373,Röthenbach Herzogenbuchsee,"Kreuzfeldweg 24a, 3373 Röthenbach Herzogenbuchsee","Kreuzfeldweg 24a, 3373 Röthenbach Herzogenbuchsee - CHF 1’470",COMMERCIAL,1420,50,110,14,1335,https://flatfox.ch/de/wohnung/kreuzfeldweg-24a-3373-rothenbach-herzogenbuchsee/85808541/,B_buero_gewerbe/85808541-roethenbach-herzogenbuchsee-110m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1658.0,Cantonul Berna,3422,Kirchberg BE,"Industrie Neuhof 78, 3422 Kirchberg BE","Industrie Neuhof 78, 3422 Kirchberg BE - CHF 220 exkl. NK pro m² / Jahr",COMMERCIAL,220,,904,13,2727,https://flatfox.ch/de/wohnung/industrie-neuhof-78-3422-kirchberg-be/85891457/,B_buero_gewerbe/85891457-kirchberg-be-904m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1658.0,Cantonul Berna,3063,Ittigen,"Pulverstrasse 8, 3063 Ittigen","Pulverstrasse 8, 3063 Ittigen - CHF 4’200",OFFICE,3500,700,238,13,2663,https://flatfox.ch/de/wohnung/pulverstrasse-8-3063-ittigen/86100611/,B_buero_gewerbe/86100611-ittigen-238m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1657.0,Cantonul Berna,3074,Muri b. Bern,"Worbstrasse 97, 3074 Muri b. Bern","Worbstrasse 97, 3074 Muri b. Bern - auf Anfrage",COMMERCIAL,,,8026,12,2465,https://flatfox.ch/de/wohnung/worbstrasse-97-3074-muri-b-bern/1785311/,B_buero_gewerbe/1785311-muri-b-bern-8026m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1657.0,Cantonul Berna,2503,Biel/Bienne,"Brüggstrasse 2, 2503 Biel/Bienne","Brüggstrasse 2, 2503 Biel/Bienne - CHF 6’900",COMMERCIAL,6000,900,,10,850,https://flatfox.ch/de/wohnung/bruggstrasse-2-2503-bielbienne/86076998/,B_buero_gewerbe/86076998-biel-bienne-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1656.0,Cantonul Berna,2501,Biel/Bienne,"Esplanade-Kongresshaus 1, 2501 Biel/Bienne","Esplanade-Kongresshaus 1, 2501 Biel/Bienne - CHF 200",OFFICE,200,,140,10,3479,https://flatfox.ch/de/wohnung/esplanade-kongresshaus-1-2501-bielbienne/1424204/,B_buero_gewerbe/1424204-biel-bienne-140m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1656.0,Cantonul Berna,3855,Brienz BE,"Hauptstrasse 144, 3855 Brienz BE","Hauptstrasse 144, 3855 Brienz BE - CHF 189 inkl. NK pro m² / Jahr",SHOP,170,19,185,7,1394,https://flatfox.ch/de/wohnung/hauptstrasse-144-3855-brienz-be/85602999/,B_buero_gewerbe/85602999-brienz-be-185m-ladenflaeche
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1654.0,Berna (oraș),3018,Bern,"Morgenstrasse 131, 3018 Bern","Morgenstrasse 131, 3018 Bern - auf Anfrage",OFFICE,,,4376,12,1001,https://flatfox.ch/de/wohnung/morgenstrasse-131-3018-bern/831186/,B_buero_gewerbe/831186-bern-4376m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1654.0,Cantonul Berna,4900,Langenthal,"Spitalgasse 25, 4900 Langenthal","Spitalgasse 25, 4900 Langenthal - auf Anfrage",SHOP,,,790,8,962,https://flatfox.ch/de/wohnung/spitalgasse-25-4900-langenthal/84609067/,B_buero_gewerbe/84609067-langenthal-790m-ladenflaeche
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1654.0,Cantonul Berna,3210,Ried b. Kerzers,3210 Ried b. Kerzers,3210 Ried b. Kerzers - CHF 2’280 inkl. NK pro Monat,COMMERCIAL,2160,120,147,13,2061,https://flatfox.ch/de/wohnung/3210-ried-b-kerzers/86271539/,B_buero_gewerbe/86271539-ried-b-kerzers-147m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1654.0,Cantonul Berna,3280,Murten,3280 Murten,3280 Murten - CHF 2’280 inkl. NK pro Monat,COMMERCIAL,2160,120,147,13,2061,https://flatfox.ch/de/wohnung/3280-murten/86271540/,B_buero_gewerbe/86271540-murten-147m-gewerbe
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1652.0,Cantonul Berna,2502,Biel/Bienne,"Reitschulstrasse 5, 2502 Biel/Bienne","Reitschulstrasse 5, 2502 Biel/Bienne - CHF 380",OFFICE,,,19,7,1450,https://flatfox.ch/de/wohnung/reitschulstrasse-5-2502-bielbienne/1396990/,B_buero_gewerbe/1396990-biel-bienne-19m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1652.0,Cantonul Berna,3322,Urtenen-Schönbühl,"Solothurnstrasse 43, 3322 Urtenen-Schönbühl","Solothurnstrasse 43, 3322 Urtenen-Schönbühl - CHF 180 inkl. NK pro m² / Jahr",OFFICE,150,30,175,7,1279,https://flatfox.ch/de/wohnung/solothurnstrasse-43-3322-urtenen-schonbuhl/85286523/,B_buero_gewerbe/85286523-urtenen-schoenbuehl-175m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,nu,1652.0,Berna (oraș),3007,Bern,"Belpstrasse 23, 3007 Bern","Belpstrasse 23, 3007 Bern - CHF 2’200",OFFICE,2000,200,96,6,1448,https://flatfox.ch/de/wohnung/belpstrasse-23-3007-bern/86120467/,B_buero_gewerbe/86120467-bern-96m-buero
B_buero_gewerbe,Birou / gewerbe / atelier / coworking,da,1652.0,Cantonul Berna,2542,Pieterlen,"Auf Anfrage 1, 2542 Pieterlen","Auf Anfrage 1, 2542 Pieterlen - CHF 1’240",OFFICE,990,250,68,7,1532,https://flatfox.ch/de/wohnung/auf-anfrage-1-2542-pieterlen/86225381/,B_buero_gewerbe/86225381-pieterlen-68m-buero
